rank,country_full,confederation,total_points,rank_date
59,Ghana,CAF,1391,2023-06-29
61,Bosnie,UEFA,1381,2023-06-29
62,Afrique du Sud,CAF,1369,2023-06-29
63,Jamaïque,CONCACAF,1368,2023-06-29
64,Irlande du Nord,UEFA,1361,2023-06-29
60,Slovénie,UEFA,1391,2023-06-29
66,Cap-Vert,CAF,1355,2023-06-29
65,Albanie,UEFA,1357,2023-06-29
75,Israël,UEFA,1324,2023-06-29
74,Ouzbékistan,AFC,1328,2023-06-29
73,Oman,AFC,1332,2023-06-29
72,ÉAU,AFC,1336,2023-06-29
76,El Salvador,CONCACAF,1318,2023-06-29
70,Irak,AFC,1345,2023-06-29
69,RD Congo,CAF,1350,2023-06-29
68,Macédoine Nord,UEFA,1351,2023-06-29
67,Islande,UEFA,1353,2023-06-29
71,Monténégro,UEFA,1343,2023-06-29
142,Éthiopie,CAF,1074,2023-07-20
133,Salomon,OFC,1098,2023-07-20
134,Lettonie,UEFA,1096,2023-07-20
135,Philippines,AFC,1096,2023-07-20
136,Malaisie,AFC,1092,2023-07-20
137,Koweït,AFC,1090,2023-07-20
138,Turkménistan,AFC,1090,2023-07-20
139,Rwanda,CAF,1089,2023-07-20
140,Burundi,CAF,1085,2023-07-20
141,Nicaragua,CONCACAF,1076,2023-07-20
143,Suriname,CONCACAF,1074,2023-07-20
155,Maldives,AFC,1022,2023-07-20
145,St. Kitts/Nevis,CONCACAF,1067,2023-07-20
146,Eswatini,CAF,1058,2023-07-20
147,Botswana,CAF,1054,2023-07-20
148,Libéria,CAF,1050,2023-07-20
149,Hong Kong,AFC,1050,2023-07-20
150,Indonésie,AFC,1047,2023-07-20
151,Lesotho,CAF,1039,2023-07-20
152,R. dominicaine,CONCACAF,1037,2023-07-20
153,Taipei Chinois,AFC,1028,2023-07-20
154,Andorre,UEFA,1022,2023-07-20
144,Lituanie,UEFA,1070,2023-07-20
132,Antigua-et-Bar.,CONCACAF,1108,2023-07-20
107,Guatémala,CONCACAF,1187,2023-07-20
130,Comores,CAF,1120,2023-07-20
156,Yémen,AFC,1020,2023-07-20
108,Madagascar,CAF,1186,2023-07-20
109,Kosovo,UEFA,1180,2023-07-20
110,Tadjikistan,AFC,1180,2023-07-20
111,Estonie,UEFA,1179,2023-07-20
112,Guinée-Bissau,CAF,1179,2023-07-20
113,Thaïlande,AFC,1174,2023-07-20
114,Namibie,CAF,1172,2023-07-20
115,Corée du Nord,AFC,1170,2023-07-20
116,Angola,CAF,1169,2023-07-20
117,Mozambique,CAF,1164,2023-07-20
118,Chypre,UEFA,1164,2023-07-20
119,Gambie,CAF,1160,2023-07-20
120,Sierra Leone,CAF,1156,2023-07-20
121,Azerbaïdjan,UEFA,1143,2023-07-20
122,Togo,CAF,1141,2023-07-20
123,Malawi,CAF,1141,2023-07-20
124,Tanzanie,CAF,1139,2023-07-20
125,Zimbabwe,CAF,1139,2023-07-20
126,Centrafrique,CAF,1134,2023-07-20
127,Libye,CAF,1131,2023-07-20
128,Niger,CAF,1130,2023-07-20
129,Îles Féroé,UEFA,1126,2023-07-20
131,Soudan,CAF,1116,2023-07-20
157,Afghanistan,AFC,1020,2023-07-20
183,Mongolie,AFC,909,2023-07-20
159,Papoua.N.Guinée,OFC,1003,2023-07-20
188,Îles Cook,OFC,899,2023-07-20
189,Bangladesh,AFC,892,2023-07-20
190,Brunei,AFC,891,2023-07-20
191,Djibouti,CAF,889,2023-07-20
192,Timor-Leste,AFC,860,2023-07-20
193,Îles Caïmans,CONCACAF,860,2023-07-20
194,Seychelles,CAF,857,2023-07-20
195,Érythrée,CAF,856,2023-07-20
196,Somalie,CAF,855,2023-07-20
197,Bahamas,CONCACAF,853,2023-07-20
187,Laos,AFC,900,2023-07-20
198,Gibraltar,UEFA,852,2023-07-20
200,Liechtenstein,UEFA,849,2023-07-20
201,Pakistan,AFC,848,2023-07-20
202,Turques-Caïques,CONCACAF,839,2023-07-20
203,Guam,AFC,838,2023-07-20
204,Sri Lanka,AFC,825,2023-07-20
205,Vierges a.,CONCACAF,817,2023-07-20
206,Vierges b.,CONCACAF,804,2023-07-20
207,Anguilla,CONCACAF,786,2023-07-20
208,Saint-Marin,UEFA,753,2023-07-20
106,Congo,CAF,1191,2023-07-20
199,Aruba,CONCACAF,851,2023-07-20
186,São Tomé-et-P.,CAF,900,2023-07-20
185,Bhoutan,AFC,901,2023-07-20
184,Dominique,CONCACAF,905,2023-07-20
160,Myanmar,AFC,1000,2023-07-20
161,N. Calédonie,OFC,996,2023-07-20
162,Tahiti,OFC,995,2023-07-20
163,Porto Rico,CONCACAF,994,2023-07-20
164,Moldavie,UEFA,991,2023-07-20
165,Vanuatu,OFC,986,2023-07-20
166,Barbade,CONCACAF,984,2023-07-20
167,Soudan du Sud,CAF,983,2023-07-20
168,Guyana,CONCACAF,982,2023-07-20
169,Fidji,OFC,980,2023-07-20
170,Sainte-Lucie,CONCACAF,979,2023-07-20
171,Malte,UEFA,973,2023-07-20
172,Cuba,CONCACAF,968,2023-07-20
173,Bermudes,CONCACAF,966,2023-07-20
174,Grenade,CONCACAF,961,2023-07-20
175,Népal,AFC,958,2023-07-20
176,Cambodge,AFC,943,2023-07-20
177,Belize,CONCACAF,940,2023-07-20
178,St. Vincent,CONCACAF,938,2023-07-20
179,Montserrat,CONCACAF,938,2023-07-20
180,Maurice,CAF,936,2023-07-20
181,Tchad,CAF,930,2023-07-20
182,Macao,AFC,914,2023-07-20
158,Singapour,AFC,1015,2023-07-20
105,Kenya,CAF,1191,2023-07-20
103,N. Zélande,OFC,1199,2023-07-20
1,Argentine,CONMEBOL,1844,2023-07-20
28,Corée du Sud,AFC,1529,2023-07-20
29,Autriche,UEFA,1528,2023-07-20
30,Écosse,UEFA,1520,2023-07-20
31,Tunisie,CAF,1517,2023-07-20
32,Chili,CONMEBOL,1511,2023-07-20
33,Algérie,CAF,1511,2023-07-20
34,Égypte,CAF,1510,2023-07-20
35,Pays de Galles,UEFA,1506,2023-07-20
36,Hongrie,UEFA,1505,2023-07-20
37,Tchéquie,UEFA,1504,2023-07-20
26,Pologne,UEFA,1537,2023-07-20
38,Russie,UEFA,1496,2023-07-20
40,Équateur,CONMEBOL,1486,2023-07-20
41,Turquie,UEFA,1484,2023-07-20
42,Cameroun,CAF,1471,2023-07-20
43,Canada,CONCACAF,1459,2023-07-20
44,Norvège,UEFA,1458,2023-07-20
45,Panama,CONCACAF,1454,2023-07-20
46,Costa Rica,CONCACAF,1454,2023-07-20
47,Slovaquie,UEFA,1447,2023-07-20
48,Roumanie,UEFA,1444,2023-07-20
49,Paraguay,CONMEBOL,1443,2023-07-20
39,Nigéria,CAF,1486,2023-07-20
50,Grèce,UEFA,1441,2023-07-20
25,Serbie,UEFA,1539,2023-07-20
23,Suède,UEFA,1547,2023-07-20
104,Kazakhstan,UEFA,1198,2023-07-20
2,France,UEFA,1844,2023-07-20
3,Brésil,CONMEBOL,1828,2023-07-20
4,Angleterre,UEFA,1797,2023-07-20
5,Belgique,UEFA,1789,2023-07-20
6,Croatie,UEFA,1743,2023-07-20
7,Pays-Bas,UEFA,1731,2023-07-20
8,Italie,UEFA,1727,2023-07-20
9,Portugal,UEFA,1718,2023-07-20
10,Espagne,UEFA,1703,2023-07-20
24,Ukraine,UEFA,1541,2023-07-20
11,États-Unis,CONCACAF,1674,2023-07-20
13,Suisse,UEFA,1661,2023-07-20
14,Maroc,CAF,1656,2023-07-20
15,Allemagne,UEFA,1636,2023-07-20
16,Uruguay,CONMEBOL,1633,2023-07-20
17,Colombie,CONMEBOL,1625,2023-07-20
18,Sénégal,CAF,1613,2023-07-20
19,Danemark,UEFA,1597,2023-07-20
20,Japon,AFC,1596,2023-07-20
21,Pérou,CONMEBOL,1561,2023-07-20
22,Iran,AFC,1557,2023-07-20
12,Mexique,CONCACAF,1666,2023-07-20
51,Mali,CAF,1438,2023-07-20
27,Australie,AFC,1530,2023-07-20
53,Irlande,UEFA,1426,2023-07-20
80,Chine,AFC,1305,2023-07-20
81,Guinée,CAF,1297,2023-07-20
82,Jordanie,AFC,1296,2023-07-20
83,Bolivie,CONMEBOL,1295,2023-07-20
84,Zambie,CAF,1294,2023-07-20
85,Gabon,CAF,1285,2023-07-20
86,Bahreïn,AFC,1282,2023-07-20
87,Haïti,CONCACAF,1273,2023-07-20
88,Curaçao,CONCACAF,1268,2023-07-20
89,Luxembourg,UEFA,1263,2023-07-20
90,Arménie,UEFA,1253,2023-07-20
91,Guinée équat.,CAF,1252,2023-07-20
92,Ouganda,CAF,1250,2023-07-20
93,Bénin,CAF,1248,2023-07-20
94,Syrie,AFC,1242,2023-07-20
95,Viêt Nam,AFC,1238,2023-07-20
96,Palestine,AFC,1233,2023-07-20
97,Kirghizistan,AFC,1225,2023-07-20
98,Biélorussie,UEFA,1212,2023-07-20
99,Inde,AFC,1209,2023-07-20
100,Liban,AFC,1206,2023-07-20
101,Mauritanie,CAF,1205,2023-07-20
52,Côte d'Ivoire,CAF,1433,2023-07-20
79,Honduras,CONCACAF,1309,2023-07-20
78,Géorgie,UEFA,1313,2023-07-20
102,Trinité,CONCACAF,1200,2023-07-20
54,Arabie saoudite,AFC,1421,2023-07-20
55,Finlande,UEFA,1419,2023-07-20
56,Burkina Faso,CAF,1419,2023-07-20
57,Venezuela,CONMEBOL,1417,2023-07-20
58,Jamaïque,CONCACAF,1410,2023-07-20
59,Qatar,AFC,1396,2023-07-20
60,Ghana,CAF,1391,2023-07-20
77,Bulgarie,UEFA,1315,2023-07-20
62,Bosnie,UEFA,1381,2023-07-20
63,Afrique du Sud,CAF,1368,2023-07-20
64,Irlande du Nord,UEFA,1361,2023-07-20
65,Albanie,UEFA,1357,2023-07-20
61,Slovénie,UEFA,1391,2023-07-20
67,Islande,UEFA,1353,2023-07-20
68,Macédoine Nord,UEFA,1351,2023-07-20
69,RD Congo,CAF,1350,2023-07-20
70,Irak,AFC,1345,2023-07-20
71,Monténégro,UEFA,1343,2023-07-20
72,ÉAU,AFC,1336,2023-07-20
73,Oman,AFC,1332,2023-07-20
74,Ouzbékistan,AFC,1328,2023-07-20
75,El Salvador,CONCACAF,1325,2023-07-20
76,Israël,UEFA,1324,2023-07-20
66,Cap-Vert,CAF,1355,2023-07-20
142,Éthiopie,CAF,1073,2023-09-21
141,Burundi,CAF,1080,2023-09-21
140,Turkménistan,AFC,1086,2023-09-21
139,Rwanda,CAF,1087,2023-09-21
134,Malaisie,AFC,1095,2023-09-21
137,Antigua-et-Bar.,CONCACAF,1089,2023-09-21
136,Lettonie,UEFA,1090,2023-09-21
135,Koweït,AFC,1093,2023-09-21
138,Nicaragua,CONCACAF,1089,2023-09-21
143,Lituanie,UEFA,1072,2023-09-21
155,Maldives,AFC,1022,2023-09-21
145,Suriname,CONCACAF,1063,2023-09-21
146,St. Kitts/Nevis,CONCACAF,1058,2023-09-21
147,Indonésie,AFC,1053,2023-09-21
148,Hong Kong,AFC,1052,2023-09-21
149,Botswana,CAF,1051,2023-09-21
150,Libéria,CAF,1048,2023-09-21
151,R. dominicaine,CONCACAF,1036,2023-09-21
152,Lesotho,CAF,1034,2023-09-21
153,Andorre,UEFA,1025,2023-09-21
154,Taipei Chinois,AFC,1024,2023-09-21
133,Salomon,OFC,1098,2023-09-21
144,Eswatini,CAF,1066,2023-09-21
132,Philippines,AFC,1099,2023-09-21
119,Togo,CAF,1158,2023-09-21
130,Soudan,CAF,1109,2023-09-21
107,Congo,CAF,1190,2023-09-21
108,Madagascar,CAF,1188,2023-09-21
109,Kenya,CAF,1184,2023-09-21
110,Tadjikistan,AFC,1183,2023-09-21
111,Kosovo,UEFA,1182,2023-09-21
112,Thaïlande,AFC,1181,2023-09-21
113,Mozambique,CAF,1179,2023-09-21
114,Namibie,CAF,1172,2023-09-21
115,Estonie,UEFA,1172,2023-09-21
116,Corée du Nord,AFC,1170,2023-09-21
131,Îles Féroé,UEFA,1107,2023-09-21
117,Angola,CAF,1168,2023-09-21
120,Chypre,UEFA,1156,2023-09-21
121,Azerbaïdjan,UEFA,1148,2023-09-21
122,Tanzanie,CAF,1146,2023-09-21
123,Malawi,CAF,1144,2023-09-21
124,Sierra Leone,CAF,1144,2023-09-21
125,Zimbabwe,CAF,1139,2023-09-21
126,Libye,CAF,1134,2023-09-21
127,Centrafrique,CAF,1127,2023-09-21
128,Niger,CAF,1120,2023-09-21
129,Comores,CAF,1119,2023-09-21
118,Gambie,CAF,1161,2023-09-21
156,Yémen,AFC,1020,2023-09-21
106,Guinée-Bissau,CAF,1191,2023-09-21
207,Saint-Marin,UEFA,750,2023-09-21
185,Macao,AFC,904,2023-09-21
186,Laos,AFC,900,2023-09-21
187,Îles Cook,OFC,899,2023-09-21
188,São Tomé-et-P.,CAF,898,2023-09-21
189,Bangladesh,AFC,894,2023-09-21
190,Djibouti,CAF,889,2023-09-21
191,Brunei,AFC,888,2023-09-21
192,Timor-Leste,AFC,860,2023-09-21
193,Aruba,CONCACAF,858,2023-09-21
194,Somalie,CAF,855,2023-09-21
184,Bhoutan,AFC,906,2023-09-21
195,Seychelles,CAF,854,2023-09-21
197,Pakistan,AFC,848,2023-09-21
198,Gibraltar,UEFA,845,2023-09-21
199,Liechtenstein,UEFA,844,2023-09-21
200,Bahamas,CONCACAF,842,2023-09-21
201,Guam,AFC,838,2023-09-21
202,Sri Lanka,AFC,825,2023-09-21
203,Turques-Caïques,CONCACAF,825,2023-09-21
204,Vierges a.,CONCACAF,817,2023-09-21
205,Vierges b.,CONCACAF,812,2023-09-21
206,Anguilla,CONCACAF,786,2023-09-21
196,Îles Caïmans,CONCACAF,852,2023-09-21
183,Mongolie,AFC,909,2023-09-21
182,Dominique,CONCACAF,911,2023-09-21
181,Tchad,CAF,930,2023-09-21
158,Afghanistan,AFC,1014,2023-09-21
159,Moldavie,UEFA,1010,2023-09-21
160,Porto Rico,CONCACAF,1008,2023-09-21
161,Myanmar,AFC,1004,2023-09-21
162,Papoua.N.Guinée,OFC,1003,2023-09-21
163,N. Calédonie,OFC,996,2023-09-21
164,Tahiti,OFC,995,2023-09-21
165,Guyana,CONCACAF,994,2023-09-21
166,Sainte-Lucie,CONCACAF,988,2023-09-21
167,Soudan du Sud,CAF,987,2023-09-21
168,Vanuatu,OFC,986,2023-09-21
169,Cuba,CONCACAF,981,2023-09-21
170,Fidji,OFC,980,2023-09-21
171,Malte,UEFA,972,2023-09-21
172,Barbade,CONCACAF,970,2023-09-21
173,Grenade,CONCACAF,959,2023-09-21
174,Bermudes,CONCACAF,958,2023-09-21
175,Népal,AFC,954,2023-09-21
176,St. Vincent,CONCACAF,954,2023-09-21
177,Cambodge,AFC,949,2023-09-21
178,Maurice,CAF,943,2023-09-21
179,Montserrat,CONCACAF,940,2023-09-21
180,Belize,CONCACAF,932,2023-09-21
157,Singapour,AFC,1016,2023-09-21
105,Biélorussie,UEFA,1198,2023-09-21
50,Côte d'Ivoire,CAF,1438,2023-09-21
103,Guatémala,CONCACAF,1200,2023-09-21
104,N. Zélande,OFC,1199,2023-09-21
28,Serbie,UEFA,1529,2023-09-21
29,Tunisie,CAF,1525,2023-09-21
30,Pologne,UEFA,1525,2023-09-21
31,Écosse,UEFA,1523,2023-09-21
32,Hongrie,UEFA,1518,2023-09-21
33,Pays de Galles,UEFA,1511,2023-09-21
34,Algérie,CAF,1510,2023-09-21
35,Égypte,CAF,1509,2023-09-21
36,Chili,CONMEBOL,1505,2023-09-21
26,Corée du Sud,AFC,1533,2023-09-21
37,Tchéquie,UEFA,1500,2023-09-21
39,Russie,UEFA,1496,2023-09-21
40,Nigéria,CAF,1489,2023-09-21
41,Cameroun,CAF,1476,2023-09-21
42,Turquie,UEFA,1475,2023-09-21
43,Norvège,UEFA,1471,2023-09-21
44,Canada,CONCACAF,1459,2023-09-21
45,Panama,CONCACAF,1452,2023-09-21
46,Costa Rica,CONCACAF,1452,2023-09-21
47,Roumanie,UEFA,1448,2023-09-21
48,Slovaquie,UEFA,1443,2023-09-21
38,Équateur,CONMEBOL,1498,2023-09-21
49,Mali,CAF,1442,2023-09-21
25,Autriche,UEFA,1537,2023-09-21
23,Suède,UEFA,1539,2023-09-21
1,Argentine,CONMEBOL,1851,2023-09-21
2,France,UEFA,1841,2023-09-21
3,Brésil,CONMEBOL,1838,2023-09-21
4,Angleterre,UEFA,1794,2023-09-21
5,Belgique,UEFA,1793,2023-09-21
6,Croatie,UEFA,1748,2023-09-21
7,Pays-Bas,UEFA,1743,2023-09-21
8,Portugal,UEFA,1729,2023-09-21
9,Italie,UEFA,1727,2023-09-21
10,Espagne,UEFA,1711,2023-09-21
24,Ukraine,UEFA,1538,2023-09-21
11,États-Unis,CONCACAF,1679,2023-09-21
13,Maroc,CAF,1658,2023-09-21
14,Suisse,UEFA,1654,2023-09-21
15,Allemagne,UEFA,1638,2023-09-21
16,Colombie,CONMEBOL,1630,2023-09-21
17,Uruguay,CONMEBOL,1627,2023-09-21
18,Danemark,UEFA,1607,2023-09-21
19,Japon,AFC,1605,2023-09-21
20,Sénégal,CAF,1597,2023-09-21
21,Iran,AFC,1561,2023-09-21
22,Pérou,CONMEBOL,1552,2023-09-21
12,Mexique,CONCACAF,1661,2023-09-21
51,Grèce,UEFA,1437,2023-09-21
27,Australie,AFC,1532,2023-09-21
53,Venezuela,CONMEBOL,1423,2023-09-21
81,Guinée,CAF,1293,2023-09-21
82,Zambie,CAF,1290,2023-09-21
83,Bolivie,CONMEBOL,1288,2023-09-21
84,Jordanie,AFC,1286,2023-09-21
85,Luxembourg,UEFA,1274,2023-09-21
86,Bahreïn,AFC,1274,2023-09-21
87,Haïti,CONCACAF,1271,2023-09-21
88,Gabon,CAF,1271,2023-09-21
89,Ouganda,CAF,1260,2023-09-21
90,Curaçao,CONCACAF,1259,2023-09-21
80,Chine,AFC,1297,2023-09-21
91,Arménie,UEFA,1254,2023-09-21
93,Syrie,AFC,1246,2023-09-21
94,Bénin,CAF,1245,2023-09-21
95,Viêt Nam,AFC,1243,2023-09-21
96,Kirghizistan,AFC,1229,2023-09-21
97,Palestine,AFC,1224,2023-09-21
98,Trinité,CONCACAF,1217,2023-09-21
99,Mauritanie,CAF,1207,2023-09-21
100,Kazakhstan,UEFA,1207,2023-09-21
101,Liban,AFC,1206,2023-09-21
52,Paraguay,CONMEBOL,1432,2023-09-21
92,Guinée équat.,CAF,1249,2023-09-21
79,Géorgie,UEFA,1299,2023-09-21
102,Inde,AFC,1205,2023-09-21
77,Honduras,CONCACAF,1306,2023-09-21
78,Bulgarie,UEFA,1301,2023-09-21
55,Irlande,UEFA,1416,2023-09-21
56,Jamaïque,CONCACAF,1414,2023-09-21
57,Arabie saoudite,AFC,1413,2023-09-21
58,Burkina Faso,CAF,1409,2023-09-21
59,Slovénie,UEFA,1405,2023-09-21
60,Ghana,CAF,1400,2023-09-21
61,Qatar,AFC,1396,2023-09-21
62,Albanie,UEFA,1377,2023-09-21
63,Bosnie,UEFA,1370,2023-09-21
64,RD Congo,CAF,1370,2023-09-21
54,Finlande,UEFA,1418,2023-09-21
66,Macédoine Nord,UEFA,1363,2023-09-21
67,Islande,UEFA,1352,2023-09-21
68,Monténégro,UEFA,1349,2023-09-21
69,Irak,AFC,1347,2023-09-21
70,ÉAU,AFC,1342,2023-09-21
71,Cap-Vert,CAF,1337,2023-09-21
72,Israël,UEFA,1336,2023-09-21
73,Oman,AFC,1334,2023-09-21
74,Irlande du Nord,UEFA,1333,2023-09-21
75,Ouzbékistan,AFC,1328,2023-09-21
76,El Salvador,CONCACAF,1307,2023-09-21
65,Afrique du Sud,CAF,1368,2023-09-21
66,Macédoine Nord,UEFA,1358,2023-10-27
67,Islande,UEFA,1353,2023-10-27
68,Irak,AFC,1350,2023-10-27
74,Cap-Vert,CAF,1327,2023-10-27
70,Monténégro,UEFA,1344,2023-10-27
71,Israël,UEFA,1336,2023-10-27
72,Oman,AFC,1334,2023-10-27
73,Ouzbékistan,AFC,1333,2023-10-27
69,ÉAU,AFC,1349,2023-10-27
65,RD Congo,CAF,1366,2023-10-27
60,Ghana,CAF,1395,2023-10-27
63,Bosnie,UEFA,1368,2023-10-27
62,Finlande,UEFA,1388,2023-10-27
61,Qatar,AFC,1394,2023-10-27
59,Albanie,UEFA,1397,2023-10-27
58,Irlande,UEFA,1407,2023-10-27
57,Arabie saoudite,AFC,1409,2023-10-27
56,Burkina Faso,CAF,1411,2023-10-27
55,Jamaïque,CONCACAF,1421,2023-10-27
54,Slovénie,UEFA,1428,2023-10-27
75,Irlande du Nord,UEFA,1325,2023-10-27
64,Afrique du Sud,CAF,1366,2023-10-27
76,Géorgie,UEFA,1312,2023-10-27
89,Curaçao,CONCACAF,1262,2023-10-27
78,Honduras,CONCACAF,1305,2023-10-27
101,Mauritanie,CAF,1209,2023-10-27
100,Biélorussie,UEFA,1213,2023-10-27
99,Trinité,CONCACAF,1217,2023-10-27
98,Kazakhstan,UEFA,1220,2023-10-27
97,Kirghizistan,AFC,1224,2023-10-27
96,Palestine,AFC,1224,2023-10-27
95,Arménie,UEFA,1234,2023-10-27
94,Viêt Nam,AFC,1236,2023-10-27
93,Bénin,CAF,1239,2023-10-27
92,Syrie,AFC,1239,2023-10-27
77,El Salvador,CONCACAF,1307,2023-10-27
91,Guinée équat.,CAF,1250,2023-10-27
88,Haïti,CONCACAF,1262,2023-10-27
87,Luxembourg,UEFA,1267,2023-10-27
86,Gabon,CAF,1271,2023-10-27
85,Bolivie,CONMEBOL,1271,2023-10-27
84,Bulgarie,UEFA,1279,2023-10-27
83,Bahreïn,AFC,1281,2023-10-27
82,Jordanie,AFC,1284,2023-10-27
81,Zambie,CAF,1291,2023-10-27
80,Guinée,CAF,1297,2023-10-27
79,Chine,AFC,1297,2023-10-27
90,Ouganda,CAF,1252,2023-10-27
53,Paraguay,CONMEBOL,1437,2023-10-27
2,France,UEFA,1853,2023-10-27
51,Grèce,UEFA,1443,2023-10-27
23,Suède,UEFA,1546,2023-10-27
22,Ukraine,UEFA,1549,2023-10-27
21,Iran,AFC,1567,2023-10-27
20,Sénégal,CAF,1601,2023-10-27
19,Danemark,UEFA,1612,2023-10-27
18,Japon,AFC,1613,2023-10-27
17,Colombie,CONMEBOL,1627,2023-10-27
16,Allemagne,UEFA,1643,2023-10-27
15,Uruguay,CONMEBOL,1644,2023-10-27
14,Suisse,UEFA,1645,2023-10-27
24,Corée du Sud,AFC,1540,2023-10-27
13,Maroc,CAF,1658,2023-10-27
11,États-Unis,CONCACAF,1676,2023-10-27
10,Croatie,UEFA,1712,2023-10-27
9,Italie,UEFA,1718,2023-10-27
8,Espagne,UEFA,1726,2023-10-27
7,Pays-Bas,UEFA,1739,2023-10-27
6,Portugal,UEFA,1740,2023-10-27
5,Belgique,UEFA,1794,2023-10-27
4,Angleterre,UEFA,1808,2023-10-27
3,Brésil,CONMEBOL,1812,2023-10-27
102,Inde,AFC,1199,2023-10-27
12,Mexique,CONCACAF,1664,2023-10-27
25,Autriche,UEFA,1535,2023-10-27
26,Pérou,CONMEBOL,1533,2023-10-27
27,Australie,AFC,1531,2023-10-27
50,Slovaquie,UEFA,1445,2023-10-27
49,Venezuela,CONMEBOL,1446,2023-10-27
48,Roumanie,UEFA,1447,2023-10-27
47,Mali,CAF,1450,2023-10-27
46,Costa Rica,CONCACAF,1452,2023-10-27
45,Canada,CONCACAF,1455,2023-10-27
44,Panama,CONCACAF,1461,2023-10-27
43,Cameroun,CAF,1467,2023-10-27
42,Norvège,UEFA,1470,2023-10-27
41,Tchéquie,UEFA,1490,2023-10-27
40,Nigéria,CAF,1490,2023-10-27
39,Russie,UEFA,1498,2023-10-27
38,Turquie,UEFA,1498,2023-10-27
37,Chili,CONMEBOL,1504,2023-10-27
36,Équateur,CONMEBOL,1508,2023-10-27
35,Égypte,CAF,1512,2023-10-27
34,Écosse,UEFA,1512,2023-10-27
33,Algérie,CAF,1513,2023-10-27
32,Tunisie,CAF,1516,2023-10-27
31,Pologne,UEFA,1519,2023-10-27
30,Hongrie,UEFA,1522,2023-10-27
29,Serbie,UEFA,1525,2023-10-27
28,Pays de Galles,UEFA,1529,2023-10-27
52,Côte d'Ivoire,CAF,1439,2023-10-27
103,N. Zélande,OFC,1198,2023-10-27
154,Afghanistan,AFC,1034,2023-10-27
105,Kosovo,UEFA,1191,2023-10-27
180,Montserrat,CONCACAF,929,2023-10-27
179,Tchad,CAF,930,2023-10-27
178,Cambodge,AFC,931,2023-10-27
177,Maurice,CAF,943,2023-10-27
176,Grenade,CONCACAF,951,2023-10-27
175,St. Vincent,CONCACAF,954,2023-10-27
174,Barbade,CONCACAF,957,2023-10-27
173,Népal,AFC,964,2023-10-27
172,Bermudes,CONCACAF,965,2023-10-27
171,Malte,UEFA,968,2023-10-27
181,Belize,CONCACAF,926,2023-10-27
170,Fidji,OFC,980,2023-10-27
168,Vanuatu,OFC,985,2023-10-27
167,Soudan du Sud,CAF,987,2023-10-27
166,Sainte-Lucie,CONCACAF,988,2023-10-27
165,Papoua.N.Guinée,OFC,991,2023-10-27
164,Porto Rico,CONCACAF,993,2023-10-27
163,Tahiti,OFC,995,2023-10-27
162,N. Calédonie,OFC,999,2023-10-27
161,Maldives,AFC,1003,2023-10-27
160,Guyana,CONCACAF,1010,2023-10-27
159,Andorre,UEFA,1012,2023-10-27
169,Cuba,CONCACAF,982,2023-10-27
158,Myanmar,AFC,1012,2023-10-27
182,Bhoutan,AFC,913,2023-10-27
184,Dominique,CONCACAF,910,2023-10-27
1,Argentine,CONMEBOL,1861,2023-10-27
205,Vierges a.,CONCACAF,803,2023-10-27
204,Vierges b.,CONCACAF,814,2023-10-27
203,Guam,AFC,822,2023-10-27
202,Sri Lanka,AFC,822,2023-10-27
201,Turques-Caïques,CONCACAF,825,2023-10-27
200,Liechtenstein,UEFA,838,2023-10-27
199,Bahamas,CONCACAF,841,2023-10-27
198,Gibraltar,UEFA,842,2023-10-27
197,Timor-Leste,AFC,843,2023-10-27
183,Bangladesh,AFC,913,2023-10-27
196,Somalie,CAF,852,2023-10-27
194,Îles Caïmans,CONCACAF,858,2023-10-27
193,Pakistan,AFC,865,2023-10-27
192,Aruba,CONCACAF,865,2023-10-27
191,Brunei,AFC,871,2023-10-27
190,Mongolie,AFC,889,2023-10-27
189,Djibouti,CAF,889,2023-10-27
188,Laos,AFC,890,2023-10-27
187,Macao,AFC,897,2023-10-27
186,São Tomé-et-P.,CAF,898,2023-10-27
185,Îles Cook,OFC,899,2023-10-27
195,Seychelles,CAF,854,2023-10-27
104,Liban,AFC,1198,2023-10-27
157,Moldavie,UEFA,1018,2023-10-27
155,Singapour,AFC,1033,2023-10-27
127,Centrafrique,CAF,1127,2023-10-27
126,Libye,CAF,1138,2023-10-27
125,Zimbabwe,CAF,1139,2023-10-27
124,Chypre,UEFA,1141,2023-10-27
123,Malawi,CAF,1144,2023-10-27
122,Sierra Leone,CAF,1145,2023-10-27
121,Tanzanie,CAF,1146,2023-10-27
120,Azerbaïdjan,UEFA,1156,2023-10-27
119,Togo,CAF,1158,2023-10-27
118,Estonie,UEFA,1159,2023-10-27
128,Comores,CAF,1126,2023-10-27
117,Gambie,CAF,1161,2023-10-27
115,Corée du Nord,AFC,1170,2023-10-27
114,Namibie,CAF,1172,2023-10-27
113,Mozambique,CAF,1177,2023-10-27
112,Thaïlande,AFC,1177,2023-10-27
110,Guinée-Bissau,CAF,1187,2023-10-27
110,Kenya,CAF,1187,2023-10-27
109,Tadjikistan,AFC,1187,2023-10-27
108,Madagascar,CAF,1189,2023-10-27
107,Guatémala,CONCACAF,1189,2023-10-27
106,Congo,CAF,1190,2023-10-27
116,Angola,CAF,1170,2023-10-27
156,Yémen,AFC,1024,2023-10-27
129,Niger,CAF,1123,2023-10-27
